0.001,2.5415
0.001,2.5415
0.001,2.5122
0.002,2.4487
0.002,2.434
0.002,2.4389
0.003,2.4731
0.005,2.4438
0.012,2.2825
0.02,2.3314
0.028,2.434
0.036,2.4536
0.046,2.5562
0.054,2.4682
0.062,2.5611
0.07,2.5562
0.078,2.5806
0.087,2.5806
0.095,2.6246
0.103,2.6002
0.113,2.6149
0.122,2.6002
0.132,2.6051
0.141,2.61
0.15,2.5562
0.159,2.566
0.168,2.5171
0.179,2.5367
0.188,2.4536
0.197,2.39
0.206,2.4194
0.216,2.3558
0.225,2.3412
0.234,2.3021
0.244,2.263
0.253,2.2532
0.263,2.2434
0.272,2.2141
0.281,2.2287
0.29,2.1896
0.3,2.219
0.31,2.2434
0.319,2.1359
0.328,2.2434
0.337,2.219
0.347,2.2239
0.356,2.1994
0.365,2.3069
0.375,2.2874
0.385,2.3118
0.394,2.2923
0.403,2.3265
0.412,2.3558
0.421,2.346
0.431,2.3607
0.441,2.3021
0.45,2.3412
0.459,2.2923
0.468,2.3412
0.478,2.3363
0.487,2.3118
0.496,2.3021
0.505,2.2776
0.516,2.3412
0.525,2.2825
0.534,2.2776
0.543,2.3607
0.552,2.3021
0.562,2.346
0.571,2.3021
0.581,2.2581
0.59,2.3021
0.6,2.3363
0.609,2.346
0.618,2.2727
0.627,2.2923
0.636,2.3265
0.647,2.3363
0.656,2.3021
0.665,2.3216
0.674,2.2532
0.684,2.263
0.693,2.4096
0.702,2.4096
0.712,2.5318
0.721,2.7664
0.731,2.8837
0.74,3.1329
0.749,3.4066
0.758,3.5386
0.768,3.6999
0.778,3.915
0.787,3.9443
0.796,3.9247
0.805,3.8563
0.815,3.6852
0.824,3.5924
0.833,3.436
0.843,3.2454
0.852,3.0205
0.862,2.825
0.871,2.6784
0.88,2.4487
0.889,2.3265
0.899,2.2483
0.909,2.0919
0.918,1.9892
0.927,1.9013
0.936,1.7986
0.946,1.7889
0.955,1.8768
0.964,1.8573
0.974,1.8866
0.984,1.9648
0.993,2.0577
1.002,2.0772
1.012,2.1554
1.022,2.1994
1.033,2.2336
1.044,2.1848
1.054,2.2581
1.064,2.2141
1.075,2.3265
1.085,2.2434
1.095,2.3265
1.106,2.2874
1.117,2.2385
1.127,2.3069
1.137,2.219
1.147,2.2239
1.158,2.2141
1.168,2.2776
1.179,2.2385
1.189,2.2776
1.2,2.263
1.21,2.3314
1.22,2.2336
1.23,2.2581
1.242,2.3558
1.252,2.346
1.262,2.3265
1.272,2.2678
1.283,2.3656
1.293,2.346
1.303,2.3705
1.314,2.39
1.325,2.434
1.335,2.3656
1.345,2.3412
1.355,2.4047
1.366,2.39
1.377,2.3949
1.387,2.3803
1.397,2.4096
1.408,2.2972
1.418,2.2825
1.428,2.3803
1.439,2.263
1.449,2.3216
1.46,2.3314
1.47,2.2923
1.48,2.346
1.49,2.3363
1.502,2.2336
1.512,2.3167
1.522,2.3509
1.532,2.3949
1.543,2.3803
1.553,2.5171
1.563,2.6882
1.574,2.8348
1.585,3.0694
1.595,3.3138
1.605,3.6852
1.615,3.9443
1.626,4.1789
1.636,4.3011
1.647,4.3597
1.657,4.3109
1.668,4.1838
1.678,4.0274
1.688,3.7683
1.698,3.48
1.71,3.348
1.72,3.0499
1.73,2.9032
1.74,2.7517
1.751,2.5953
1.761,2.4487
1.772,2.346
1.782,2.2727
1.793,2.1163
1.803,2.0528
1.813,1.9892
1.823,1.9355
1.833,1.9892
1.845,2.0381
1.855,1.9795
1.865,2.0772
1.875,2.1603
1.886,2.1065
1.896,2.2287
1.907,2.2385
1.917,2.2874
1.928,2.39
1.938,2.39
1.948,2.478
1.958,2.4585
1.97,2.4438
1.98,2.434
1.99,2.3118
2,2.2972
2.011,2.2972
2.021,2.2141
2.031,2.2043
2.042,2.1457
2.053,2.2239
2.063,2.263
2.073,2.2483
2.083,2.175
2.094,2.2825
2.105,2.2043
2.115,2.2727
2.125,2.1799
2.136,2.1701
2.146,2.2483
2.156,2.219
2.166,2.2483
2.178,2.3118
2.188,2.2972
2.198,2.3216
2.208,2.3216
2.219,2.3167
2.229,2.3314
2.24,2.4145
2.25,2.4242
2.26,2.434
2.271,2.3314
2.281,2.3705
2.291,2.4438
2.301,2.3363
2.313,2.4438
2.323,2.4096
2.333,2.4096
2.343,2.3363
2.354,2.3509
2.364,2.3607
2.375,2.2727
2.385,2.2581
2.396,2.3069
2.406,2.175
2.416,2.2678
2.426,2.1701
2.438,2.1799
2.448,2.1359
2.458,2.263
2.468,2.3314
2.479,2.5171
2.489,2.7028
2.499,3.0938
2.51,3.5973
2.521,4.0518
2.531,4.6285
2.541,4.8094
2.551,4.8045
2.562,4.8094
2.573,4.8094
2.583,4.8094
2.593,4.8045
2.604,4.8045
2.614,4.8094
2.624,4.8094
2.634,4.8094
2.646,4.8094
2.656,4.5601
2.666,4.2278
2.676,3.8465
2.686,3.4848
2.697,3.1232
2.708,2.8348
2.718,2.6393
2.728,2.4291
2.739,2.3314
2.749,2.2287
2.759,2.131
2.77,2.0723
2.781,2.087
2.791,1.9746
2.801,2.0283
2.811,2.1163
2.822,2.1261
2.832,2.1261
2.843,2.2043
2.853,2.1554
2.864,2.2043
2.874,2.1994
2.884,2.1896
2.894,2.1945
2.906,2.087
2.916,2.1114
2.926,2.0723
2.936,1.9013
2.947,1.9501
2.957,1.8426
2.967,1.828
2.978,1.8475
2.989,1.8035
2.999,1.828
3.009,1.7204
3.019,1.7546
3.03,1.8915
3.041,1.8866
3.051,1.9355
3.061,1.999
3.072,1.9599
3.082,2.0235
3.092,1.9501
3.103,2.0528
3.113,2.1065
3.124,2.131
3.134,2.1505
3.144,2.1994
3.154,2.1603
3.166,2.1408
3.176,2.1994
3.186,2.2336
3.196,2.2678
3.207,2.2483
3.217,2.1603
3.227,2.2385
3.238,2.2141
3.249,2.2385
3.259,2.2678
3.269,2.2483
3.279,2.2776
3.29,2.1896
3.3,2.2141
3.311,2.2972
3.321,2.2923
3.332,2.3167
3.342,2.4047
3.352,2.5904
3.362,2.781
3.374,3.1281
3.384,3.4751
3.394,3.827
3.404,4.0616
3.415,4.306
3.425,4.4086
3.436,4.3939
3.446,4.2473
3.457,4.0811
3.467,3.8563
3.477,3.607
3.487,3.2258
3.497,3.0205
3.509,2.781
3.519,2.5464
3.529,2.3949
3.539,2.219
3.55,2.0381
3.56,1.8915
3.571,1.8475
3.581,1.828
3.592,1.7351
3.602,1.6911
3.612,1.7937
3.622,1.8524
3.634,1.9013
3.644,2.0674
3.654,2.0968
3.664,2.131
3.675,2.1554
3.685,2.2532
3.695,2.2483
3.706,2.3021
3.717,2.3118
3.727,2.3167
3.737,2.2874
3.747,2.3412
3.758,2.3216
3.769,2.2141
3.779,2.2776
3.789,2.2239
3.8,2.1701
3.81,2.1799
3.82,2.087
3.83,2.0821
3.842,2.0235
3.852,2.0381
3.862,2.0968
3.872,2.1701
3.883,2.2239
3.893,2.1603
3.904,2.263
3.914,2.219
3.924,2.3069
3.935,2.3069
3.945,2.2581
3.955,2.219
3.965,2.2972
3.977,2.3021
3.987,2.3167
3.997,2.3265
4.007,2.2776
4.018,2.2385
4.028,2.3509
4.039,2.3167
4.049,2.2678
4.06,2.2043
4.07,2.2727
4.08,2.2581
4.09,2.2678
4.102,2.2092
4.112,2.2581
4.122,2.2043
4.132,2.3216
4.143,2.3265
4.153,2.3167
4.163,2.4585
4.174,2.6882
4.185,2.8152
4.195,3.0987
4.205,3.3333
4.215,3.6413
4.226,3.8465
4.237,3.9345
4.247,3.998
4.257,3.8514
4.268,3.7439
4.278,3.5337
4.288,3.304
4.298,3.0499
4.31,2.825
4.32,2.5024
4.33,2.4438
4.34,2.1896
4.35,2.0186
4.361,1.9159
4.372,1.8133
4.382,1.7253
4.392,1.7889
4.403,1.7937
4.413,1.8768
4.423,1.8231
4.434,2.0039
